id,brokerid,clientid,institutionid,loanamount,rate,cbscore,province,city,occupancy,product,purpose,status,date
124192,24,2080,1,300000,0.0674,687,BC,Maple Ridge,Rental,HELOC,refinance,approved,2022-01-03
124193,31,1773,5,395500,0.0664,656,ON,Markham,Owner Occupied,First Mortgage,Purchase,funded,2022-06-07
124194,24,1837,4,888000,0.0769,639,BC,Vancouver,Owner Occupied,Second Mortgage,refinance,funded,2022-11-07
124195,14,1457,1,456500,0.0784,647,AB,Edmonton,Rental ,HELOC,refinance,funded,2022-06-20
124196,19,1413,9,1200000,0.0664,874,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,funded,2022-11-10
124197,32,1776,9,658000,0.0774,639,BC,Vancouver,Owner Occupied,Second Mortgage,refinance,funded,2022-06-29
124198,14,1449,9,395500,0.0664,639,AB,Edmonton,Rental ,First Mortgage,refinance,declined,2022-12-06
124199,12,2417,1,300000,0.0679,568,ON,Markham,Owner Occupied,HELOC,refinance,declined,2022-08-10
124200,13,2056,1,140000,0.0684,800,PEI,Charlottetown,Owner Occupied,First Mortgage,refinance,approved,2022-09-16
124201,19,2755,1,333000,0.0774,867,AB,Calgary,Rental ,Second Mortgage,refinance,funded,2022-07-14
124202,23,1457,7,450000,0.0664,487,AB,Calgary,Owner Occupied,HELOC,refinance,funded,2022-07-14
124203,19,2186,7,760000,0.0714,659,AB,Edmonton,Owner Occupied,First Mortgage,Purchase,funded,2022-10-20
124204,24,1192,7,658000,0.0704,639,ON,Toronto,Rental ,First Mortgage,refinance,approved,2022-10-31
124205,27,2691,1,610000,0.0669,979,AB,Edmonton,Owner Occupied,First Mortgage,Purchase,approved,2022-07-13
124206,30,1134,7,350000,0.0789,874,BC,Victoria,Owner Occupied,Second Mortgage,refinance,funded,2022-07-03
124207,17,1938,9,220000,0.0674,639,ON,Ajax,Rental ,First Mortgage,refinance,cancelled,2022-06-02
124208,29,2459,4,794500,0.0659,689,ON,Ajax,Owner Occupied,Second Mortgage,refinance,funded,2022-06-02
124209,14,2755,6,450000,0.0664,858,ON,Ajax,Owner Occupied,Second Mortgage,refinance,cancelled,2022-04-20
124210,26,1092,5,234000,0.0724,865,ON,Scarborough,Rental,First Mortgage,refinance,approved,2022-02-08
124211,23,2980,5,569500,0.0809,568,ON,Scarborough,Rental,First Mortgage,refinance,funded,2022-04-21
124212,18,1264,9,220000,0.0664,487,AB,Edmonton,Rental,HELOC,refinance,funded,2022-04-28
124213,33,2145,6,345000,0.0724,639,ON,Scarborough,Rental,Second Mortgage,refinance,approved,2022-06-01
124214,35,1348,6,234000,0.0714,673,AB,Edmonton,Rental,First Mortgage,Purchase,funded,2022-05-12
124215,21,1966,5,876000,0.0659,482,AB,Calgary,Rental,Second Mortgage,refinance,funded,2022-03-02
124216,13,1176,3,496000,0.0744,600,AB,Calgary,Rental,First Mortgage,Purchase,funded,2022-06-02
124217,20,1339,8,234000,0.0784,586,BC,Victoria,Rental,HELOC,refinance,approved,2022-06-19
124218,28,2712,1,444000,0.0809,785,BC,Vancouver,Rental,Second Mortgage,refinance,funded,2022-02-14
124219,36,2651,6,456000,0.0699,545,ON,Scarborough,Rental,First Mortgage,Purchase,funded,2022-09-07
124220,15,1645,7,555000,0.0714,639,ON,Scarborough,Rental,HELOC,refinance,funded,2022-12-14
124221,15,2812,1,395500,0.0764,785,ON,Toronto,Rental,Second Mortgage,refinance,approved,2022-06-30
124222,32,2814,6,569500,0.0684,548,BC,Cranbrook,Rental,Second Mortgage,refinance,approved,2022-01-02
124223,33,2226,9,333000,0.0734,482,BC,Courtenay,Owner Occupied,Second Mortgage,refinance,approved,2022-06-21
124224,18,1031,1,219000,0.0794,545,AB,Edmonton,Owner Occupied,First Mortgage,Purchase,funded,2022-01-10
124225,28,2413,6,205000,0.0809,785,ON,Niagara Falls,Rental ,HELOC,refinance,funded,2022-12-20
124226,24,1166,9,238500,0.0794,584,BC,Port Alberni,Owner Occupied,HELOC,refinance,funded,2022-02-09
124227,17,1538,4,456500,0.0724,798,ON,Ottawa,Owner Occupied,First Mortgage,refinance,approved,2022-04-28
124228,18,2215,9,1300500,0.0754,857,BC,Port Alberni,Rental ,HELOC,refinance,funded,2022-08-09
124229,18,2675,4,765000,0.0724,788,AB,Edmonton,Owner Occupied,HELOC,refinance,funded,2022-06-23
124230,17,1133,6,604600,0.0664,568,BC,Lloydminster,Owner Occupied,HELOC,refinance,approved,2022-08-18
124231,33,1096,5,125000,0.0664,487,ON,London,Rental ,HELOC,refinance,declined,2022-10-12
124232,28,2702,1,205000,0.0769,510,ON,London,Owner Occupied,Second Mortgage,refinance,approved,2022-10-17
124233,33,1613,1,985500,0.0744,673,ON,Kitchener,Owner Occupied,First Mortgage,refinance,approved,2022-09-06
124234,15,2948,4,395600,0.0724,800,AB,Red Deer,Rental ,Second Mortgage,refinance,funded,2022-10-17
124235,15,2540,6,123000,0.0699,600,BC,Port Alberni,Owner Occupied,First Mortgage,Purchase,approved,2022-02-07
124236,16,1041,4,239000,0.0664,700,AB,Red Deer,Owner Occupied,HELOC,refinance,approved,2022-10-09
124237,23,1030,1,684500,0.0744,645,BC,Abbotsford,Rental ,Second Mortgage,refinance,cancelled,2022-09-01
124238,28,2557,4,198000,0.0794,659,ON,Pickering,Owner Occupied,HELOC,refinance,funded,2022-08-18
124239,32,2909,3,450000,0.0749,548,AB,Red Deer,Owner Occupied,First Mortgage,Purchase,funded,2022-08-05
124240,22,2969,7,666000,0.0704,639,ON,Pickering,Rental,First Mortgage,refinance,cancelled,2022-06-20
124241,34,1215,4,100000,0.0794,547,AB,Medicine Hat,Rental,First Mortgage,refinance,approved,2022-04-20
124242,26,2525,7,1300500,0.0809,542,ON,Pickering,Rental,First Mortgage,refinance,declined,2022-12-13
124243,13,1502,4,220000,0.0749,848,ON,Pickering,Rental,HELOC,refinance,approved,2022-05-04
124244,15,1219,8,795000,0.0684,798,AB,Medicine Hat,Rental,HELOC,refinance,declined,2022-06-06
124245,19,1358,6,100000,0.0664,505,AB,Medicine Hat,Rental,HELOC,refinance,funded,2022-04-13
124246,16,2501,6,567000,0.0764,639,BC,Surrey,Rental,First Mortgage,refinance,approved,2022-12-26
124247,23,1252,5,790000,0.0709,710,ON,Burlington,Rental,Second Mortgage,refinance,declined,2022-10-24
124248,29,2464,8,560500,0.0664,798,AB,Canmore,Rental,First Mortgage,Purchase,approved,2022-12-01
124249,13,1578,9,230000,0.0734,458,ON,Georgetown,Rental,First Mortgage,refinance,funded,2022-06-20
124250,17,2773,7,1300500,0.0679,874,AB,Canmore,Rental,HELOC,refinance,cancelled,2022-07-26
124251,27,2793,6,1320500,0.0759,800,BC,Surrey,Rental,HELOC,refinance,funded,2022-01-25
124252,35,1228,1,345000,0.0734,567,ON,Windsor,Rental,First Mortgage,Purchase,funded,2022-02-23
124253,17,1168,4,765000,0.0794,658,ON,Toronto,Owner Occupied,First Mortgage,refinance,cancelled,2022-05-10
124254,19,1330,4,432000,0.0664,785,BC,White Rock,Owner Occupied,Second Mortgage,refinance,funded,2022-06-01
124255,12,2348,6,129500,0.0809,578,ON,Mississauga,Rental ,Second Mortgage,refinance,funded,2022-10-13
124256,27,1320,9,19100,0.0689,639,ON,Mississauga,Owner Occupied,HELOC,refinance,funded,2022-08-23
124257,24,2045,7,450000,0.0714,858,ON,Mississauga,Owner Occupied,First Mortgage,refinance,approved,2022-09-20
124258,19,2706,12,220000,0.0784,487,ON,Toronto,Rental ,HELOC,refinance,declined,2022-06-07
124259,16,1035,17,760000,0.0814,458,AB,Fort Saskatchewan,Owner Occupied,Second Mortgage,refinance,declined,2022-09-07
124260,29,2093,15,240950,0.0694,482,BC,White Rock,Owner Occupied,First Mortgage,Purchase,cancelled,2022-05-01
124261,33,1100,20,1009500,0.0774,568,NS,Halifax,Rental ,First Mortgage,refinance,approved,2022-08-15
124262,30,2225,4,567000,0.0724,785,ON,Brampton,Owner Occupied,HELOC,refinance,funded,2022-02-14
124263,21,2807,15,325100,0.0704,648,BC,White Rock,Owner Occupied,First Mortgage,refinance,funded,2022-05-17
124264,16,2193,10,604600,0.0669,748,ON,Whitby,Rental ,First Mortgage,refinance,approved,2022-11-06
124265,27,1128,6,395500,0.0754,897,AB,Fort Saskatchewan,Owner Occupied,HELOC,refinance,cancelled,2022-06-09
124266,32,2263,12,567000,0.0654,548,BC,Vancouver,Owner Occupied,Second Mortgage,refinance,declined,2022-06-06
124267,29,1993,5,610000,0.0779,673,BC,Vancouver,Rental ,HELOC,refinance,approved,2022-03-10
124268,19,2712,13,450000,0.0684,748,ON,Oakville,Owner Occupied,Second Mortgage,refinance,funded,2022-03-10
124269,30,1767,5,333000,0.0684,639,BC,Victoria,Owner Occupied,First Mortgage,refinance,declined,2022-03-02
124270,27,1167,16,129500,0.0694,639,ON,Milton,Rental,HELOC,refinance,funded,2022-08-16
124271,35,2648,16,305600,0.0734,639,ON,Georgetown,Rental,First Mortgage,Purchase,funded,2022-11-22
124272,12,1834,3,1125500,0.0724,678,AB,Fort Saskatchewan,Rental,First Mortgage,Purchase,funded,2022-09-26
124273,31,2589,4,340950,0.0724,778,ON,Sudbury,Rental,First Mortgage,refinance,cancelled,2022-07-04
124274,13,1501,4,605000,0.0664,689,ON,Wasaga Beach,Rental,First Mortgage,Purchase,declined,2022-10-18
124275,16,1945,4,684500,0.0664,568,AB,Fort Saskatchewan,Rental,HELOC,refinance,cancelled,2022-06-13
124276,22,2017,20,129500,0.0784,785,AB,Fort Saskatchewan,Rental,First Mortgage,refinance,approved,2022-09-14
124277,27,1120,18,460000,0.0779,510,PEI,Charlottetown,Rental,First Mortgage,refinance,approved,2022-09-23
124278,32,2981,7,708300,0.0704,639,AB,Fort Saskatchewan,Rental,Second Mortgage,refinance,funded,2022-07-05
124279,16,1889,13,220000,0.0664,8748,BC,Vancouver,Rental,Second Mortgage,refinance,declined,2022-09-02
124280,16,1702,19,1000000,0.0664,689,ON,Thunder Bay,Rental,First Mortgage,refinance,cancelled,2022-02-21
124281,35,2044,6,604600,0.0809,586,BC,Vancouver,Rental,First Mortgage,refinance,approved,2022-05-24
124282,18,1983,2,605000,0.0724,639,BC,Vancouver,Rental,First Mortgage,refinance,declined,2022-07-01
124283,28,2560,1,458000,0.0674,788,ON,Thunder Bay,Owner Occupied,Second Mortgage,refinance,approved,2022-02-23
124284,20,1040,1,125000,0.0719,710,AB,Edmonton,Owner Occupied,First Mortgage,Purchase,funded,2022-08-19
124285,25,1772,14,120100,0.0734,745,BC,Victoria,Rental ,First Mortgage,Purchase,funded,2022-10-06
124286,29,1969,12,240950,0.0714,659,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,funded,2022-05-17
124287,23,1526,18,450000,0.0754,865,ON,Thunder Bay,Owner Occupied,HELOC,refinance,cancelled,2022-12-05
124288,12,1137,3,876000,0.0729,678,ON,Thunder Bay,Rental ,First Mortgage,Purchase,funded,2022-12-12
124289,15,2184,6,780000,0.0769,800,AB,Calgary,Owner Occupied,HELOC,refinance,funded,2022-08-18
124290,17,1703,5,321000,0.0744,645,AB,Calgary,Owner Occupied,First Mortgage,Purchase,declined,2022-06-09
124291,29,1712,4,1300500,0.0794,639,AB,Edmonton,Rental ,Second Mortgage,refinance,cancelled,2022-03-09
124292,19,2979,14,129500,0.0664,549,BC,Saanich,Owner Occupied,HELOC,refinance,declined,2022-09-14
124293,35,2564,7,120000,0.0664,574,AB,Medicine Hat,Owner Occupied,HELOC,refinance,declined,2022-04-06
124294,21,2692,9,515000,0.0794,451,BC,Saanich,Rental ,First Mortgage,Purchase,approved,2022-05-08
124295,12,2395,2,567000,0.0754,505,BC,Saanich,Owner Occupied,First Mortgage,Purchase,approved,2022-02-03
124296,26,1104,20,294000,0.0734,778,AB,Red Deer,Owner Occupied,First Mortgage,Purchase,approved,2022-05-30
124297,12,1610,20,693500,0.0714,586,ON,Barrie,Rental ,First Mortgage,refinance,approved,2022-07-07
124298,27,1222,3,794500,0.0699,897,ON,Whitby,Owner Occupied,Second Mortgage,refinance,approved,2022-09-26
124299,33,2024,13,219000,0.0754,658,ON,Kingston,Owner Occupied,Second Mortgage,refinance,funded,2022-07-19
124300,13,2145,12,460000,0.0754,600,BC,Langford,Rental,Second Mortgage,refinance,approved,2022-07-14
124301,28,1599,18,230950,0.0794,687,ON,Oshawa,Rental,HELOC,refinance,funded,2022-09-26
124302,28,2741,9,345000,0.0689,800,AB,Calgary,Rental,First Mortgage,refinance,approved,2022-11-16
124303,26,2483,14,450000,0.0759,639,BC,Coquitlam,Rental,HELOC,refinance,cancelled,2022-08-25
124304,30,2931,5,450000,0.0794,745,ON,Pickering,Rental,First Mortgage,refinance,approved,2022-09-15
124305,21,2591,3,760000,0.0794,639,BC,Chilliwack,Rental,HELOC,refinance,funded,2022-12-25
124306,15,1860,4,198000,0.0704,874,MB,Winnipeg,Rental,Second Mortgage,refinance,funded,2022-07-10
124307,31,2315,12,333000,0.0674,548,AB,Edmonton,Rental,HELOC,refinance,funded,2022-08-16
124308,21,2896,21,987000,0.0714,710,ON,Windsor,Rental,HELOC,refinance,declined,2022-08-08
124309,30,1144,9,985500,0.0689,658,AB,Calgary,Rental,HELOC,refinance,funded,2022-09-29
124310,28,2841,10,432000,0.0809,870,NL,St. Johns,Rental,HELOC,refinance,declined,2022-09-16
124311,19,1318,21,300000,0.0814,650,AB,Calgary,Rental,Second Mortgage,refinance,funded,2022-02-21
124312,21,1969,10,395600,0.0754,656,BC,Burnaby,Rental,Second Mortgage,refinance,approved,2022-07-19
124313,22,2024,4,890000,0.0699,872,ON,Stoney Creek,Rental ,First Mortgage,refinance,funded,2022-03-10
124314,21,2842,7,456500,0.0669,582,BC,Burnaby,Owner Occupied,First Mortgage,Purchase,declined,2022-06-23
124315,24,1301,7,220000,0.0699,598,BC,Burnaby,Owner Occupied,Second Mortgage,refinance,declined,2022-06-21
124316,13,1824,8,123000,0.0744,639,AB,Edmonton,Rental ,First Mortgage,refinance,funded,2022-11-20
124317,12,1747,1,239500,0.0664,549,ON,Stoney Creek,Owner Occupied,Second Mortgage,Purchase,funded,2022-06-13
124318,14,2513,2,450000,0.0669,785,ON,Stoney Creek,Owner Occupied,First Mortgage,refinance,declined,2022-02-17
124319,36,2356,7,350000,0.0689,639,SK,Saskatoon,Rental ,First Mortgage,refinance,declined,2022-07-03
124320,14,2345,12,1125500,0.0684,673,ON,Sudbury,Owner Occupied,Second Mortgage,refinance,approved,2022-09-15
124321,17,2235,1,1320500,0.0654,685,AB,Edmonton,Owner Occupied,First Mortgage,refinance,funded,2022-10-03
124322,24,2516,10,140000,0.0744,647,ON,Cornwall,Rental ,HELOC,refinance,funded,2022-08-17
124323,16,2368,2,1200000,0.0704,650,BC,Burnaby,Owner Occupied,HELOC,refinance,declined,2022-03-27
124324,14,1264,15,999000,0.0774,578,NS,Halifax,Owner Occupied,HELOC,refinance,funded,2022-07-27
124325,14,2412,12,234000,0.0754,650,ON,Toronto,Rental ,HELOC,refinance,approved,2022-08-09
124326,20,1169,9,765000,0.0814,639,BC,Burnaby,Owner Occupied,First Mortgage,refinance,funded,2022-06-23
124327,19,1015,5,406600,0.0729,568,ON,Hamilton,Owner Occupied,HELOC,refinance,funded,2022-05-12
124328,25,2173,3,340950,0.0694,548,BC,Burnaby,Rental ,HELOC,refinance,approved,2022-08-02
124329,31,1455,19,450510,0.0724,685,ON,Brampton,Owner Occupied,HELOC,refinance,approved,2022-08-08
124330,21,1327,9,1000000,0.0759,639,ON,Oakville,Owner Occupied,First Mortgage,refinance,approved,2022-10-13
124331,21,2416,13,555000,0.0744,639,AB,Edmonton,Rental ,First Mortgage,refinance,funded,2022-07-20
124332,26,2309,16,1500500,0.0664,710,ON,Mississauga,Owner Occupied,HELOC,refinance,declined,2022-12-01
124333,16,2145,3,125000,0.0694,479,BC,Vancouver,Owner Occupied,First Mortgage,refinance,funded,2022-12-11
124334,21,2268,20,395500,0.0744,656,SK,Saskatoon,Rental ,First Mortgage,Purchase,funded,2022-12-12
124335,33,2782,4,120000,0.0664,639,ON,Etobicoke,Owner Occupied,First Mortgage,Purchase,cancelled,2022-05-26
124336,21,1417,16,230000,0.0764,659,ON,Etobicoke,Owner Occupied,HELOC,refinance,cancelled,2022-12-29
124337,22,2894,13,456500,0.0674,639,ON,Markham,Rental ,First Mortgage,Purchase,funded,2022-08-15
124338,30,1503,6,340950,0.0794,568,BC,Red Deer,Owner Occupied,HELOC,refinance,funded,2022-01-04
124339,14,2601,6,888000,0.0764,897,ON,Barrie,Owner Occupied,Second Mortgage,refinance,declined,2022-08-08
124340,28,2245,16,125000,0.0684,639,BC,Vancouver,Rental ,HELOC,refinance,declined,2022-09-06
124341,34,2935,11,240950,0.0694,865,BC,Vancouver,Owner Occupied,First Mortgage,refinance,funded,2022-06-28
124342,23,1618,2,790000,0.0794,673,ON,North York,Owner Occupied,HELOC,refinance,declined,2022-09-07
124343,32,1340,10,346000,0.0674,848,AB,Edmonton,Rental ,HELOC,refinance,funded,2022-12-21
124344,26,1350,5,1200000,0.0704,872,AB,Edmonton,Owner Occupied,First Mortgage,Purchase,cancelled,2022-05-17
124345,29,1584,7,140000,0.0794,979,MB,Winnipeg,Owner Occupied,HELOC,refinance,declined,2022-05-13
124346,13,2962,13,128300,0.0664,639,BC,Vancouver,Rental ,HELOC,refinance,cancelled,2022-06-17
124347,25,2108,4,420000,0.0794,510,AB,Calgary,Owner Occupied,First Mortgage,Purchase,funded,2022-10-03
124348,33,1650,20,1320500,0.0794,510,AB,Calgary,Owner Occupied,Second Mortgage,refinance,funded,2022-08-10
124349,21,1211,20,605000,0.0774,489,ON,Brantford,Rental ,HELOC,refinance,declined,2022-06-14
124350,34,2814,18,1300500,0.0754,598,ON,Brantford,Owner Occupied,First Mortgage,refinance,declined,2022-08-03
124351,16,1588,15,450000,0.0754,848,ON,Brantford,Owner Occupied,HELOC,refinance,declined,2022-03-20
124352,20,2773,12,432000,0.0664,487,ON,Kingston,Rental ,First Mortgage,Purchase,approved,2022-06-29
124353,21,2970,18,325100,0.0764,568,AB,Calgary,Owner Occupied,Second Mortgage,refinance,declined,2022-03-22
124354,20,2011,7,555000,0.0664,545,AB,Calgary,Owner Occupied,First Mortgage,refinance,funded,2022-11-23
124355,28,1543,8,450000,0.0704,688,AB,Calgary,Rental ,HELOC,refinance,approved,2022-06-13
124356,9,1402,17,340950,0.0794,800,NL,St. Johns,Owner Occupied,First Mortgage,refinance,funded,2022-06-14
124357,10,1882,5,1200000,0.0809,568,BC,Vancouver,Owner Occupied,HELOC,refinance,funded,2022-12-08
124358,15,1026,18,890000,0.0734,874,ON,Brantford,Rental ,First Mortgage,refinance,funded,2022-08-18
124359,7,2208,17,765000,0.0774,500,BC,Vancouver,Owner Occupied,Second Mortgage,refinance,funded,2022-03-09
124360,29,2462,2,300000,0.0779,650,NL,St. Johns,Owner Occupied,HELOC,refinance,funded,2022-09-15
124361,16,1719,15,100000,0.0779,639,ON,Georgetown,Rental ,First Mortgage,Purchase,funded,2022-01-31
124362,10,2343,6,230950,0.0684,568,ON,Niagara Falls,Owner Occupied,HELOC,refinance,funded,2022-06-23
124363,27,2174,13,395500,0.0764,548,BC,Vancouver,Owner Occupied,HELOC,refinance,funded,2022-07-12
124364,8,2776,12,450000,0.0814,685,AB,Calgary,Rental ,HELOC,refinance,funded,2022-08-09
124365,19,2280,15,345000,0.0674,639,AB,Edmonton,Owner Occupied,First Mortgage,refinance,funded,2022-09-20
124366,29,1536,9,432000,0.0734,639,ON,Niagara Falls,Owner Occupied,First Mortgage,refinance,funded,2022-09-07
124367,33,2811,9,790000,0.0669,710,ON,Niagara Falls,Rental ,HELOC,refinance,funded,2022-05-03
124368,28,2237,19,684500,0.0734,479,AB,Calgary,Owner Occupied,First Mortgage,Purchase,funded,2022-07-08
124369,14,2600,12,604600,0.0754,656,AB,Calgary,Owner Occupied,HELOC,refinance,funded,2022-08-11
124370,13,1272,7,458000,0.0794,639,AB,Calgary,Rental ,HELOC,refinance,funded,2022-05-19
124371,24,2223,1,420000,0.0724,659,ON,Waterloo,Owner Occupied,Second Mortgage,refinance,funded,2022-08-15
124372,30,2253,17,111000,0.0699,639,ON,Waterloo,Owner Occupied,First Mortgage,refinance,funded,2022-07-28
124373,33,2783,6,230950,0.0774,568,BC,Vancouver,Rental ,First Mortgage,refinance,funded,2022-04-11
124374,33,1838,13,239000,0.0674,897,ON,London,Owner Occupied,Second Mortgage,refinance,funded,2022-10-06
124375,31,1510,4,193500,0.0659,639,ON,London,Owner Occupied,Second Mortgage,refinance,funded,2022-08-22
124376,9,2290,19,1200000,0.0664,865,AB,Calgary,Rental ,First Mortgage,Purchase,funded,2022-03-10
124377,28,1211,13,765000,0.0734,673,BC,Surrey,Owner Occupied,First Mortgage,refinance,funded,2022-10-06
124378,30,1754,1,140000,0.0714,848,SK,Regina,Owner Occupied,HELOC,refinance,funded,2022-03-09
124379,35,1825,3,790000,0.0759,872,ON,North York,Rental ,First Mortgage,Purchase,funded,2022-04-10
124380,14,2884,17,350000,0.0754,979,ON,Oshawa,Owner Occupied,HELOC,refinance,funded,2022-09-15
124381,1,2805,16,908000,0.0654,639,ON,Pickering,Owner Occupied,Second Mortgage,refinance,funded,2022-07-05
124382,6,2158,16,123000,0.0794,510,PEI,Charlottetown,Rental ,HELOC,refinance,funded,2022-05-29
124383,8,2311,18,450000,0.0674,510,BC,Vancouver,Owner Occupied,First Mortgage,refinance,funded,2022-11-23
124384,29,2711,1,100000,0.0664,650,AB,Edmonton,Owner Occupied,Second Mortgage,refinance,funded,2022-07-27
124385,14,1218,15,876000,0.0734,639,AB,Edmonton,Rental ,Second Mortgage,refinance,funded,2022-04-07
124386,1,2566,20,450000,0.0689,568,ON,Toronto,Owner Occupied,HELOC,refinance,funded,2022-01-30
124387,28,1308,19,560500,0.0814,548,BC,Vancouver,Owner Occupied,Second Mortgage,refinance,funded,2022-06-02
124388,34,1797,8,515000,0.0664,685,AB,Calgary,Rental ,First Mortgage,refinance,funded,2022-07-06
124389,32,2532,18,605000,0.0664,639,ON,Toronto,Owner Occupied,Second Mortgage,refinance,funded,2022-08-11
124390,7,1213,4,111000,0.0699,639,ON,Toronto,Owner Occupied,First Mortgage,Purchase,funded,2022-08-25
124391,31,2247,8,395500,0.0809,710,AB,Calgary,Rental ,First Mortgage,refinance,funded,2022-03-16
124392,19,2732,15,194500,0.0704,479,AB,Edmonton,Owner Occupied,HELOC,refinance,funded,2022-01-09
124393,29,1365,12,238500,0.0664,656,BC,Vancouver,Owner Occupied,HELOC,refinance,funded,2022-05-31
124394,19,2114,16,394500,0.0664,639,ON,Brantford,Rental ,HELOC,refinance,funded,2022-06-23
124395,11,2635,5,708300,0.0809,659,ON,Brampton,Owner Occupied,HELOC,refinance,funded,2022-07-10
124396,4,2696,13,708300,0.0764,639,ON,Brampton,Owner Occupied,HELOC,refinance,funded,2022-05-19
124397,14,2413,4,350000,0.0764,568,ON,Etobicoke,Rental ,HELOC,refinance,funded,2022-07-28
124398,22,2867,12,112500,0.0664,897,AB,Calgary,Owner Occupied,Second Mortgage,refinance,funded,2022-08-01
124399,26,2335,17,19100,0.0704,639,AB,Edmonton,Owner Occupied,First Mortgage,pu,funded,2022-05-30
124400,26,2705,4,205000,0.0714,865,AB,Calgary,Rental ,First Mortgage,refinance,funded,2022-08-29
124401,3,2761,19,346000,0.0789,673,ON,Newmarket,Owner Occupied,First Mortgage,refinance,funded,2022-08-10
124402,31,2293,3,693500,0.0714,848,ON,Newmarket,Owner Occupied,HELOC,refinance,funded,2022-06-15
124403,32,2849,17,458000,0.0809,872,ON,Newmarket,Rental ,Second Mortgage,refinance,funded,2022-03-03
124404,30,1962,1,100000,0.0674,979,AB,Edmonton,Owner Occupied,First Mortgage,refinance,funded,2022-07-31
124405,10,2982,17,987000,0.0794,639,AB,Edmonton,Owner Occupied,HELOC,refinance,funded,2022-10-03
124406,9,1362,5,456000,0.0664,510,ON,Niagara Falls,Rental ,First Mortgage,Purchase,funded,2022-09-07
124407,3,1233,17,456000,0.0794,510,AB,Calgary,Owner Occupied,First Mortgage,Purchase,funded,2022-07-10
124408,19,2896,3,220000,0.0814,650,BC,Vancouver,Owner Occupied,First Mortgage,Purchase,funded,2022-08-17
124409,19,2759,14,100000,0.0699,639,AB,Edmonton,Rental ,HELOC,refinance,funded,2022-02-24
124410,34,2422,9,458000,0.0794,568,BC,Vancouver,Owner Occupied,HELOC,refinance,funded,2022-07-12
124411,1,2449,8,346000,0.0794,548,BC,Vancouver,Owner Occupied,First Mortgage,Purchase,funded,2022-12-19
124412,14,1535,6,234600,0.0789,685,ON,Niagara Falls,Rental ,Second Mortgage,refinance,funded,2022-05-08
124413,21,2061,11,432000,0.0684,639,ON,Niagara Falls,Owner Occupied,First Mortgage,refinance,funded,2022-09-20
124414,29,2543,10,658000,0.0664,639,BC,Vancouver,Owner Occupied,Second Mortgage,refinance,funded,2022-12-28
124415,33,2363,12,456500,0.0664,710,AB,Edmonton,Rental ,Second Mortgage,refinance,funded,2022-02-24
124416,33,2779,10,654000,0.0689,479,ON,Niagara Falls,Owner Occupied,HELOC,refinance,funded,2022-06-05
124417,34,1709,20,219000,0.0794,656,BC,Vancouver,Owner Occupied,First Mortgage,Purchase,funded,2022-09-05
124418,18,1176,5,1000000,0.0754,639,AB,Edmonton,Rental ,Second Mortgage,refinance,funded,2022-11-28
124419,28,2785,13,239000,0.0679,659,AB,Edmonton,Owner Occupied,First Mortgage,refinance,funded,2022-02-28
124420,9,2531,1,293500,0.0689,639,AB,Calgary,Owner Occupied,First Mortgage,refinance,funded,2022-11-08
124421,34,2211,4,678000,0.0669,568,AB,Calgary,Rental ,First Mortgage,refinance,funded,2022-08-28
124422,4,2199,12,394500,0.0744,897,ON,Niagara Falls,Owner Occupied,Second Mortgage,refinance,funded,2022-03-22
124423,12,2764,6,333000,0.0809,639,AB,Calgary,Owner Occupied,HELOC,refinance,funded,2022-07-18
124424,21,1946,16,230000,0.0664,865,ON,Niagara Falls,Rental ,First Mortgage,Purchase,funded,2022-07-08
124425,22,1058,10,240950,0.0794,673,AB,Calgary,Owner Occupied,First Mortgage,Purchase,funded,2022-06-06
124426,23,1025,6,1000000,0.0704,848,ON,Niagara Falls,Owner Occupied,First Mortgage,Purchase,funded,2022-06-23
124427,17,2545,3,345000,0.0664,872,MB,Winnipeg,Rental ,Second Mortgage,refinance,funded,2022-08-29
124428,23,2986,4,450000,0.0664,979,BC,Vancouver,Owner Occupied,HELOC,refinance,funded,2022-01-06
124429,7,2202,20,670500,0.0809,639,BC,Vancouver,Owner Occupied,First Mortgage,refinance,funded,2022-07-21
124430,20,2959,14,1230000,0.0684,510,ON,Scarborough,Rental ,HELOC,refinance,funded,2022-01-02
124431,30,1573,6,908000,0.0764,510,AB,Calgary,Owner Occupied,HELOC,refinance,funded,2022-12-05
124432,9,2327,14,120000,0.0684,650,ON,Scarborough,Owner Occupied,Second Mortgage,refinance,funded,2022-02-10
124433,35,2516,3,395000,0.0664,639,BC,Vancouver,Rental ,Second Mortgage,refinance,funded,2022-11-29
124434,9,1762,5,450000,0.0689,568,ON,Oakville,Owner Occupied,HELOC,refinance,funded,2022-09-04
124435,25,2267,10,234000,0.0699,548,AB,Calgary,Owner Occupied,First Mortgage,refinance,funded,2022-11-07
124436,7,1416,16,100000,0.0674,685,ON,Oshawa,Rental ,First Mortgage,Purchase,funded,2022-01-24
124437,9,2279,15,345000,0.0799,639,AB,Calgary,Owner Occupied,HELOC,refinance,funded,2022-04-25
124438,25,1712,10,730500,0.0724,639,ON,Pickering,Owner Occupied,HELOC,refinance,funded,2022-11-02
124439,20,2706,16,560500,0.0664,710,AB,Calgary,Rental ,First Mortgage,Purchase,funded,2022-07-05
